SOA1;SOA2;StimTargetID;StimPair1Bg;StimPair1Target;StimPair2Bg;StimPair2Target;Ring;TargetLuminance;BgLuminance;TargetSelected;TOJ1Correct;TOJ2Correct;Tutorial;InAsteroidField;PresentationSpeed;RingPassSpeed;StationCount;PresentationTurbo;RingPassTurbo;StationExploded;GameTime
0.3;0.3;3;0;2;1;3;1;0.265;0.3451;false;true;true;true;false;1800;1800;0;false;false;false;55.27097
0.3;0.3;3;2;0;1;3;2;0.265;0.3451;false;true;true;true;false;1800;1800;0;false;false;false;62.03012
0.3;0.3;2;1;3;0;2;1;0.265;0.3451;false;true;true;true;true;1800;1800;0;false;false;false;68.77087
0;-0.05;3;0;2;1;3;0;0.3451;0.3451;true;true;true;false;false;1828.25488;1875.94788;3;false;false;false;88.1938
0;0.1;3;1;3;2;0;3;0.87843;0.3451;true;false;true;false;false;1908.54163;1946.73267;4;false;false;false;95.2254
-0.05;0.1;1;3;1;0;2;0;0.47059;0.3451;false;false;true;false;false;3419.92896;2014.91907;5;true;false;false;102.01737
-0.05;-0.05;3;1;3;0;2;0;0.3451;0.3451;true;true;false;false;false;2045.224;2085.47168;6;false;false;false;109.03143
-0.1;0.05;1;0;2;3;1;3;0.59608;0.3451;false;true;true;false;false;2112.1792;2153.62085;7;false;false;false;115.81113
0.05;0.1;1;3;1;0;2;0;0.59608;0.3451;false;true;true;false;false;3289.53198;2215.4812;8;false;false;false;121.97244
0;-0.05;2;1;3;0;2;0;0.47059;0.3451;false;false;false;false;false;2243.10815;2331.21216;9;false;false;false;127.95474
0.1;0.1;2;3;1;0;2;0;0.47059;0.3451;false;true;true;false;false;2741.61768;2338.30835;10;true;false;false;134.19205
-0.1;-0.1;2;3;1;0;2;2;0.3451;0.3451;true;true;true;false;false;3242.427;2395.46851;11;true;false;false;139.87027
0.1;-0.05;1;0;2;3;1;1;0.59608;0.3451;true;true;true;false;false;2420.89917;2451.13623;12;false;false;false;145.40994
0;0;2;0;2;1;3;0;0.3451;0.3451;false;true;false;false;false;2476.06616;2511.60913;13;false;false;false;151.41971
0;0;3;0;2;1;3;0;0.59608;0.3451;true;true;false;false;false;2535.93945;2694.90112;14;false;false;false;156.68936
0;-0.1;1;0;2;3;1;1;0.3451;0.3451;true;true;true;false;false;2588.30371;4009.35107;15;false;false;false;161.52899
-0.05;0;3;1;3;2;0;0;0.59608;0.3451;true;true;false;false;false;2636.15967;2666.39038;16;false;false;false;166.82677
-0.1;-0.05;3;1;3;0;2;0;0.3451;0.3451;true;true;false;false;false;2689.31274;2717.82129;17;false;false;false;171.9623
-0.1;-0.1;2;3;1;0;2;2;0.47059;0.3451;true;true;true;false;false;3391.54297;2769.07129;18;false;false;false;177.05959
0.05;0.05;2;1;3;0;2;1;0.87843;0.3451;false;true;true;false;false;2791.19287;2818.11914;19;false;false;false;181.93697
-0.1;0.05;2;1;3;0;2;0;0.47059;0.3451;false;true;true;false;false;3021.92773;2866.37354;20;false;false;false;186.74591
0;0.05;2;0;2;3;1;0;0.3451;0.3451;false;true;true;false;true;2887.73022;3083.13892;23;false;false;false;191.66682
0.1;0;0;2;0;1;3;0;0.3451;0.3451;true;false;false;false;true;3377.39307;2964.3772;23;false;false;false;196.51184
0.05;-0.1;0;3;1;2;0;0;0.59608;0.3451;true;true;true;false;false;3064.17651;3091.60352;23;false;false;false;209.1757
0.1;-0.05;0;2;0;3;1;2;0.3451;0.3451;false;true;true;false;false;3111.4231;3577.49463;24;false;false;false;213.77426
0;0.05;2;3;1;0;2;1;0.47059;0.3451;false;false;true;false;false;4541.47852;3180.20654;25;true;false;false;218.01404
0.1;-0.1;3;1;3;2;0;1;0.87843;0.3451;false;true;true;false;false;3199.22974;3402.49194;26;false;false;false;222.31302
0.05;-0.05;0;2;0;1;3;3;0.3451;0.3451;false;true;true;false;false;3242.07251;3267.60205;27;false;false;false;226.72223
-0.1;-0.05;1;2;0;3;1;0;0.87843;0.3451;false;true;false;false;false;3896.81738;3311.146;28;true;false;false;231.05818
-0.05;-0.05;0;2;0;1;3;1;0.47059;0.3451;true;true;false;false;false;3329.34375;3385.75488;29;false;false;false;235.31616
0.1;0.1;1;3;1;0;2;0;0.59608;0.3451;false;true;true;false;false;3371.18457;3575.72363;30;false;false;false;239.39398
-0.05;-0.1;3;2;0;1;3;0;0.47059;0.3451;true;true;true;false;false;3844.72412;3437.24951;31;true;false;false;243.6219
0.1;0;2;1;3;0;2;1;0.59608;0.3451;false;true;true;false;false;4193.27148;3658.6543;32;false;false;false;247.50168
0.05;-0.1;0;1;3;2;0;1;0.87843;0.3451;true;true;true;false;false;3493.71655;3516.8457;33;false;false;false;251.56149
0;0.1;0;1;3;2;0;0;0.59608;0.3451;true;false;false;false;false;3534.16675;3557.49561;34;false;false;false;255.61125
-0.1;0.05;1;2;0;3;1;0;0.87843;0.3451;false;true;true;false;false;3574.71704;3598.04565;35;false;false;false;259.66577
-0.05;0.1;3;0;2;1;3;2;0.87843;0.3451;false;true;true;false;false;3615.06641;3639.09644;36;false;false;false;263.76089
-0.05;0;0;1;3;2;0;0;0.3451;0.3451;true;true;false;false;false;3730.4187;3679.64526;37;true;false;false;267.80573
-0.1;0.05;3;1;3;0;2;0;0.3451;0.3451;true;true;true;false;false;3695.2644;3719.09375;38;false;false;false;271.74063
0;0.1;1;0;2;3;1;0;0.87843;0.3451;false;true;true;false;false;3887.58838;4060.43359;39;false;false;false;275.43521
-0.05;0.05;3;1;3;0;2;1;0.59608;0.3451;false;false;true;false;false;3771.65747;3795.08545;40;false;false;false;279.33997
0.1;0.05;1;2;0;3;1;3;0.87843;0.3451;false;true;true;false;true;3810.32251;3833.54517;43;false;false;false;283.17581
-0.1;0;0;3;1;2;0;1;0.3451;0.3451;true;true;false;false;true;3849.26074;3871.58569;43;false;false;false;286.96994
0.1;0.1;2;1;3;0;2;1;0.3451;0.3451;false;true;true;false;false;3948.3645;3970.68701;43;false;false;false;296.85999
0.1;0.05;0;2;0;3;1;3;0.47059;0.3451;false;true;true;false;false;5500;4733.81494;44;true;true;false;300.06314
0;-0.05;2;0;2;1;3;0;0.47059;0.3451;false;true;true;false;false;4193.74902;5500;45;false;true;false;303.30634
0.05;0.05;3;1;3;2;0;1;0.47059;0.3451;false;true;false;false;false;3999.91577;5229.9751;46;false;true;false;306.74969
0;-0.05;3;1;3;0;2;3;0.59608;0.3451;true;false;true;false;false;3999.91577;4179.85156;47;false;false;false;310.35321
0.1;-0.1;1;3;1;0;2;0;0.59608;0.3451;false;true;false;false;false;4074.92529;3999.91577;48;false;false;false;314.02679
-0.1;0.1;1;3;1;2;0;2;0.59608;0.3451;true;true;true;false;false;3999.91577;4359.91357;49;false;false;false;317.66049
0.1;0.05;1;3;1;2;0;0;0.59608;0.3451;false;true;false;false;false;4510.1626;3999.91577;50;true;false;false;321.34518
0.05;0.05;3;1;3;2;0;0;0.59608;0.3451;true;false;false;false;false;3999.91577;3999.91577;51;false;false;false;325.04987
-0.05;0.1;2;3;1;0;2;1;0.59608;0.3451;false;true;true;false;false;3999.91577;3999.91577;52;false;false;false;328.73447
0.1;-0.1;3;0;2;1;3;0;0.3451;0.3451;true;true;true;false;false;4675.09766;3999.91577;53;false;false;false;332.30887
0;-0.1;3;2;0;1;3;0;0.47059;0.3451;true;false;true;false;false;3999.91577;3999.91577;54;false;false;false;336.03336
-0.1;0;2;3;1;0;2;1;0.47059;0.3451;false;true;true;false;false;3999.91577;3999.91577;55;false;false;false;339.65793
0;0.1;2;1;3;0;2;0;0.47059;0.3451;false;false;true;false;false;3999.91577;5155.33496;56;false;true;false;343.10214
0.1;-0.05;3;1;3;2;0;1;0.47059;0.3451;false;true;true;false;false;4569.63721;3999.91577;57;false;false;false;346.53635
-0.1;0.1;0;2;0;3;1;0;0.47059;0.3451;true;true;true;false;false;4179.96045;3999.91577;58;false;false;false;350.20087
0.05;-0.05;3;1;3;2;0;1;0.47059;0.3451;false;true;true;false;false;3999.91577;4465.0752;59;false;false;false;353.67322
0;0;0;3;1;2;0;0;0.47059;0.3451;true;true;false;false;false;4209.91602;5319.91602;60;false;true;false;357.06711
0;0.1;1;3;1;2;0;0;0.47059;0.3451;false;true;false;false;true;4192.28418;4584.91602;63;false;false;false;360.4422
-0.05;0.05;1;0;2;3;1;0;0.87843;0.3451;false;false;true;false;true;3999.91577;3999.91577;63;false;false;false;364.14581
0.05;-0.05;3;2;0;1;3;0;0.87843;0.3451;true;false;true;false;false;3999.91577;4209.94189;63;false;false;false;373.73535
-0.1;-0.05;1;3;1;0;2;0;0.87843;0.3451;false;false;false;false;false;4464.91602;3999.91577;64;false;false;false;377.43903
-0.1;0.1;0;1;3;2;0;0;0.47059;0.3451;true;true;false;false;false;3999.91577;4600.14307;65;false;false;false;381.02277
-0.1;0;0;3;1;2;0;1;0.87843;0.3451;true;true;false;false;false;3999.91577;4419.87646;66;false;false;false;384.60626
0.05;-0.05;3;1;3;0;2;1;0.59608;0.3451;false;true;false;false;false;3999.91577;3999.91577;67;false;false;false;388.35043
0.05;0.05;2;0;2;3;1;0;0.3451;0.3451;false;true;true;false;false;3999.91577;3999.91577;68;false;false;false;392.00479
0.1;-0.1;1;3;1;2;0;0;0.3451;0.3451;false;true;true;false;false;3999.91577;3999.91577;69;false;false;false;395.6893
-0.05;-0.05;0;2;0;3;1;0;0.87843;0.3451;true;true;false;false;false;3999.91577;4795.28955;70;false;false;false;399.17349
0.05;0;2;1;3;0;2;1;0.47059;0.3451;false;true;true;false;false;3999.91577;3999.91577;71;false;false;false;402.81796
-0.05;-0.1;0;2;0;1;3;0;0.59608;0.3451;true;true;true;false;false;3999.91577;3999.91577;72;false;false;false;406.56253
0;0.05;1;0;2;3;1;0;0.59608;0.3451;false;true;true;false;false;3999.91577;3999.91577;73;false;false;false;410.30731
0.05;0;0;1;3;2;0;1;0.87843;0.3451;true;true;false;false;false;3999.91577;3999.91577;74;false;false;false;414.04904
-0.05;-0.1;1;3;1;2;0;1;0.47059;0.3451;true;true;true;false;false;3999.91577;3999.91577;75;false;false;false;417.79303
0;-0.1;1;3;1;2;0;1;0.59608;0.3451;true;false;true;false;false;3999.91577;3999.91577;76;false;false;false;421.53668
0.05;0.1;3;1;3;2;0;2;0.47059;0.3451;false;true;true;false;false;3999.91577;3999.91577;77;false;false;false;425.28033
0.05;-0.1;0;1;3;2;0;1;0.47059;0.3451;true;true;true;false;false;4645.05273;5469.91602;78;true;true;false;428.62369
0.1;-0.1;3;0;2;1;3;0;0.87843;0.3451;true;true;true;false;false;5500;3999.91577;79;true;false;false;431.78696
-0.05;0.05;0;2;0;3;1;0;0.47059;0.3451;true;true;true;false;false;4540.12549;3999.91577;80;false;false;false;435.33066
-0.1;0;1;3;1;0;2;1;0.87843;0.3451;true;true;true;false;true;3999.91577;4239.91602;83;false;true;false;438.97729
0.1;0;2;3;1;0;2;0;0.3451;0.3451;false;true;true;false;true;3999.91577;3999.91577;83;false;false;false;442.65088
-0.1;0;0;2;0;1;3;0;0.59608;0.3451;true;true;false;false;false;3999.91577;3999.91577;83;false;false;false;452.37167
-0.1;-0.1;2;0;2;1;3;0;0.87843;0.3451;false;false;true;false;false;4585.13916;5095.36182;84;true;true;false;455.73572
0.05;0.1;0;1;3;2;0;2;0.3451;0.3451;false;true;true;false;false;4029.51465;5500;85;false;false;false;458.98965
-0.05;0;0;3;1;2;0;2;0.87843;0.3451;false;true;true;false;false;3999.91577;4915.26367;86;false;false;false;462.48389
-0.1;-0.05;3;1;3;2;0;1;0.59608;0.3451;false;false;true;false;false;3999.91577;5500;87;false;true;false;465.86804
-0.05;-0.05;0;2;0;1;3;0;0.59608;0.3451;true;true;true;false;false;3999.91577;5484.99268;88;false;false;false;469.15219
0;0;1;3;1;2;0;0;0.87843;0.3451;false;true;false;false;false;3999.91577;4374.94238;89;false;true;false;472.77634
0.1;-0.05;0;1;3;2;0;1;0.3451;0.3451;true;true;true;false;false;3999.91577;5004.92188;90;false;false;false;476.20999
0.1;-0.05;2;3;1;0;2;0;0.87843;0.3451;false;true;false;false;false;3999.91577;5304.93066;91;false;false;false;479.63336
0;0.05;1;3;1;2;0;2;0.59608;0.3451;true;false;true;false;false;3999.91577;4074.89014;92;false;false;false;483.28693
-0.05;0.05;0;2;0;3;1;0;0.3451;0.3451;true;true;true;false;false;4194.90723;5005.06299;93;false;false;false;486.81042
0.1;0.1;1;2;0;3;1;2;0.87843;0.3451;true;true;false;false;false;3999.91577;4389.92041;94;false;false;false;490.49405
0.05;0.1;3;1;3;2;0;1;0.3451;0.3451;false;true;false;false;false;3999.91577;4269.80762;95;false;false;false;494.12781
0;-0.05;2;3;1;0;2;0;0.87843;0.3451;false;true;false;false;false;4405.06055;3999.91577;96;false;false;false;497.78232
-0.1;-0.1;0;3;1;2;0;1;0.59608;0.3451;true;true;true;false;false;4359.96533;5275.43066;97;false;false;false;501.15634
0.05;-0.1;0;2;0;1;3;0;0.3451;0.3451;true;false;true;false;false;3999.91577;3999.91577;98;false;false;false;504.85107
0.1;0.05;0;2;0;1;3;1;0.87843;0.3451;true;false;true;false;false;3999.91577;3999.91577;99;false;false;false;508.48544
0;0.05;0;3;1;2;0;2;0.87843;0.3451;false;false;true;false;false;4284.99756;4419.97168;100;false;false;false;511.99985
0;0.05;0;1;3;2;0;0;0.3451;0.3451;true;false;false;false;true;3999.91577;3999.91577;103;false;false;false;515.72754
-0.1;-0.05;2;3;1;0;2;2;0.3451;0.3451;true;true;true;false;true;3999.91577;4404.96436;103;false;false;false;519.41125
0;0.1;0;1;3;2;0;0;0.47059;0.3451;true;false;false;false;false;4450.01416;3999.91577;103;false;false;false;528.98163
0.1;0.1;0;1;3;2;0;1;0.3451;0.3451;true;true;false;false;false;5005.27881;5125.01221;104;false;false;false;532.25299
0.05;0;1;3;1;2;0;0;0.59608;0.3451;false;true;false;false;false;3999.91577;5409.92627;105;false;true;false;535.67633
0;0.1;1;3;1;2;0;0;0.47059;0.3451;false;true;false;false;false;4329.91992;5169.91602;106;false;true;false;538.9696
0;0.1;2;0;2;3;1;3;0.87843;0.3451;true;false;true;false;false;4044.99219;3999.91577;107;false;false;false;542.56311
-0.05;0;1;0;2;3;1;0;0.3451;0.3451;false;false;true;false;false;4330.06055;3999.91577;108;false;false;false;546.16669
0.05;-0.05;2;0;2;3;1;0;0.47059;0.3451;false;true;false;false;false;3999.91577;3999.91577;109;false;false;false;549.85052
0.05;0.05;3;2;0;1;3;1;0.3451;0.3451;false;false;true;false;false;3999.91577;3999.91577;110;false;false;false;553.53424
0.1;0.05;0;2;0;3;1;3;0.47059;0.3451;false;true;true;false;false;3999.91577;4494.91602;111;false;false;false;557.08795
-0.1;0.1;0;3;1;2;0;1;0.3451;0.3451;true;true;false;false;false;3999.91577;4420.02832;112;false;false;false;560.68195
0.1;0.1;2;0;2;1;3;1;0.59608;0.3451;false;true;true;false;false;3999.91577;4539.91602;113;false;false;false;564.2558
0.1;0.05;2;3;1;0;2;1;0.47059;0.3451;false;false;true;false;false;3999.91577;4374.91602;114;false;false;false;567.8595
-0.1;0.05;2;1;3;0;2;0;0.47059;0.3451;false;true;true;false;false;3999.91577;4359.91602;115;false;false;false;571.47302
-0.05;0.05;0;1;3;2;0;3;0.3451;0.3451;false;true;true;false;false;3999.91577;3999.91577;116;false;false;false;575.21674
-0.1;0.1;3;1;3;0;2;1;0.3451;0.3451;false;false;true;false;false;3999.91577;3999.91577;117;false;false;false;578.8703
-0.1;0.05;1;2;0;3;1;0;0.87843;0.3451;false;true;true;false;false;3999.91577;3999.91577;118;false;false;false;582.61395
-0.05;-0.1;2;0;2;3;1;1;0.59608;0.3451;false;false;true;false;false;3999.91577;3999.91577;119;false;false;false;586.33759
-0.1;0.1;0;2;0;1;3;1;0.47059;0.3451;true;true;true;false;false;3999.91577;3999.91577;120;false;false;false;590.07129
-0.05;0.05;3;1;3;2;0;0;0.59608;0.3451;true;true;false;false;true;3999.91577;3999.91577;123;false;false;false;593.81073
-0.05;0.05;3;1;3;2;0;2;0.87843;0.3451;false;false;true;false;true;3999.91577;3999.91577;123;false;false;false;597.55438
0;0.05;2;3;1;0;2;0;0.47059;0.3451;false;true;true;false;false;5424.96094;3999.91577;123;false;false;false;606.64325
-0.05;-0.1;3;1;3;2;0;0;0.87843;0.3451;true;true;true;false;false;4554.90967;3999.91577;124;false;false;false;610.14667
-0.1;-0.05;1;3;1;0;2;1;0.47059;0.3451;true;true;false;false;false;4299.91602;3999.91577;125;false;false;false;613.82037
0;0.05;0;2;0;1;3;1;0.59608;0.3451;true;false;true;false;false;3999.91577;3999.91577;126;false;false;false;617.48395
0.05;0.1;0;1;3;2;0;1;0.3451;0.3451;true;true;false;false;false;3999.91577;3999.95264;127;false;false;false;621.11755
0.1;-0.05;0;2;0;1;3;3;0.47059;0.3451;false;true;true;false;false;4224.91602;4135.01514;128;false;false;false;624.71112
-0.1;0.1;3;2;0;1;3;3;0.87843;0.3451;true;false;false;false;false;3999.91577;4719.97607;129;false;false;false;628.30475
-0.1;-0.1;0;2;0;1;3;0;0.47059;0.3451;true;true;true;false;false;3999.91577;3999.91577;130;false;false;false;632.02838
0.05;-0.05;0;3;1;2;0;2;0.47059;0.3451;false;false;false;false;false;3999.91577;3999.91577;131;false;false;false;635.77258
-0.05;0;2;0;2;3;1;2;0.59608;0.3451;true;true;false;false;false;3999.91577;3999.91577;132;false;false;false;639.50623
-0.1;-0.05;3;1;3;0;2;3;0.3451;0.3451;true;true;true;false;false;3999.91577;3999.91577;133;false;false;false;643.24988
-0.1;0.05;2;0;2;3;1;3;0.3451;0.3451;true;true;true;false;false;3999.91577;3999.91577;134;false;false;false;646.99359
-0.1;-0.05;0;1;3;2;0;0;0.3451;0.3451;true;true;true;false;false;3999.91577;3999.91577;135;false;false;false;650.73724
0.05;-0.1;2;0;2;3;1;0;0.59608;0.3451;false;true;false;false;false;3999.91577;3999.91577;136;false;false;false;654.47955
-0.05;-0.05;3;1;3;0;2;0;0.59608;0.3451;true;true;false;false;false;3999.91577;3999.91577;137;false;false;false;658.22321
0.1;0;0;2;0;3;1;3;0.59608;0.3451;false;true;true;false;false;3999.91577;3999.91577;138;false;false;false;661.96735
-0.05;0;3;0;2;1;3;0;0.59608;0.3451;true;false;false;false;false;3999.91577;3999.91577;139;false;false;false;665.71179
-0.1;0.05;1;3;1;2;0;0;0.87843;0.3451;false;false;false;false;false;3999.91577;3999.91577;140;false;false;false;669.44604
0;0;2;0;2;3;1;0;0.59608;0.3451;false;true;true;false;true;3999.91577;3999.91577;143;false;false;false;673.19232
0.1;0.1;1;2;0;3;1;3;0.47059;0.3451;false;true;true;false;true;3999.91577;3999.91577;143;false;false;false;676.93597
0;-0.1;0;2;0;1;3;3;0.87843;0.3451;false;true;true;false;false;3999.91577;5080.34326;143;false;true;false;686.42676
0;-0.05;1;2;0;3;1;0;0.47059;0.3451;false;false;false;false;false;4149.46729;5500;144;false;true;false;689.61047
-0.05;0;1;3;1;0;2;0;0.87843;0.3451;false;false;true;false;false;3999.91577;5500;145;false;true;false;692.87427
-0.1;-0.1;0;2;0;3;1;1;0.87843;0.3451;true;true;true;false;false;3999.91577;5500;146;false;true;false;696.14813
0.05;0.05;2;1;3;0;2;0;0.47059;0.3451;false;false;true;false;false;4269.60205;5065.45996;147;false;false;false;699.39191
0.1;0.1;1;3;1;2;0;0;0.87843;0.3451;false;true;false;false;false;3999.91577;3999.91577;148;false;false;false;703.10645
0.1;-0.05;3;1;3;2;0;1;0.59608;0.3451;false;true;true;false;false;4254.94385;5065.28125;149;false;false;false;706.46033
-0.1;-0.05;3;1;3;0;2;0;0.59608;0.3451;true;true;false;false;false;3999.91577;5260.40723;150;false;true;false;709.91425
-0.1;0;0;2;0;3;1;1;0.47059;0.3451;true;true;false;false;false;4239.48877;5395.10986;151;false;true;false;713.17603
0.1;-0.05;2;3;1;0;2;0;0.47059;0.3451;false;true;false;false;false;3999.91577;5485;152;false;false;false;716.4693
0.05;-0.05;3;1;3;2;0;0;0.87843;0.3451;true;false;true;false;false;3999.91577;4749.9873;153;false;false;false;719.92267
0;-0.1;3;1;3;0;2;1;0.59608;0.3451;false;true;false;false;false;3999.91577;5500;154;false;true;false;723.31598
-0.05;0.1;1;3;1;2;0;0;0.59608;0.3451;false;false;false;false;false;3999.91577;4074.91577;155;false;true;false;726.89954
0;0.05;3;1;3;2;0;0;0.47059;0.3451;true;false;false;false;false;3999.91577;4719.92676;156;false;false;false;730.35291
-0.05;0.1;3;1;3;0;2;1;0.3451;0.3451;false;false;true;false;false;3999.91577;5484.91602;157;false;true;false;733.76624
0.05;0.1;1;0;2;3;1;0;0.87843;0.3451;false;true;true;false;false;4284.78418;4869.91895;158;false;false;false;737.14966
-0.1;0.1;3;1;3;2;0;0;0.87843;0.3451;true;true;false;false;false;3999.91577;3999.91577;159;false;false;false;740.89331
0.1;0;3;2;0;1;3;3;0.3451;0.3451;true;true;false;false;false;3999.91577;3999.91577;160;false;false;false;744.63696
0;-0.05;3;1;3;2;0;0;0.47059;0.3451;true;false;true;false;true;3999.91577;3999.91577;163;false;false;false;748.38556
0.05;0;1;3;1;2;0;2;0.3451;0.3451;true;false;true;false;true;3999.91577;4945.43066;163;false;false;false;751.84949
0;0;0;2;0;1;3;0;0.47059;0.3451;true;false;false;false;false;5334.94971;3999.91577;163;false;false;false;761.18005
-0.1;-0.1;1;3;1;2;0;1;0.59608;0.3451;true;true;true;false;false;4059.92383;4090.22754;164;false;false;false;764.72357
0.1;0.05;1;2;0;3;1;0;0.59608;0.3451;false;false;true;false;false;3999.91577;4359.96436;165;false;false;false;768.3371
-0.05;0.05;1;2;0;3;1;0;0.59608;0.3451;false;true;true;false;false;3999.91577;4792.33008;166;false;false;false;771.87897
0.1;-0.1;2;1;3;0;2;2;0.59608;0.3451;true;true;true;false;false;3999.91577;4614.95215;167;false;false;false;775.48248
0;0.1;1;2;0;3;1;0;0.3451;0.3451;false;false;true;false;false;3999.91577;3999.91577;168;false;false;false;779.22614
0.1;-0.1;3;1;3;0;2;0;0.59608;0.3451;true;false;false;false;false;3999.91577;3999.91577;169;false;false;false;782.97052
0;0.05;2;0;2;3;1;-1;0.3451;0.3451;false;false;false;false;false;4059.9624;-1;170;false;false;true;786.72473
-0.05;-0.05;3;2;0;1;3;3;0.3451;0.3451;true;false;true;false;false;3318.23682;3646.98389;171;false;false;false;791.02917
0.05;-0.1;0;1;3;2;0;0;0.59608;0.3451;true;false;true;false;false;3361.17896;4301.70654;172;false;false;false;795.08313
0;-0.1;0;3;1;2;0;0;0.3451;0.3451;true;true;true;false;false;3401.61841;5346.03662;173;false;true;false;798.88684
